,Unnamed: 0,Date,Company,Ticker Symbol,Currency,Open,High,Low,Close,Adj Close,Volume
0,0,2000-01-01,Sony Interactive Entertainment,SONY,JPY,28.52499961853028,29.168750762939453,20.850000381469727,25.299999237060547,14.535082817077637,147012000
1,1,2000-02-01,Sony Interactive Entertainment,SONY,JPY,25.293750762939453,31.475000381469727,25.0,31.350000381469727,18.0108642578125,67437000
2,2,2000-03-01,Sony Interactive Entertainment,SONY,JPY,30.100000381469727,31.299999237060547,21.700000762939453,28.012500762939453,16.09343719482422,112674000
3,3,2000-04-01,Sony Interactive Entertainment,SONY,JPY,28.25,28.25,22.3125,22.5625,12.974536895751951,74071000
4,4,2000-05-01,Sony Interactive Entertainment,SONY,JPY,22.700000762939453,23.481250762939453,17.75,18.237499237060547,10.48745346069336,65035500
5,5,2000-06-01,Sony Interactive Entertainment,SONY,JPY,18.200000762939453,20.987499237060547,17.799999237060547,18.862499237060547,10.846858978271484,47946500
6,6,2000-07-01,Sony Interactive Entertainment,SONY,JPY,19.487499237060547,21.08749961853028,18.08749961853028,18.787500381469727,10.803732872009276,29562000
7,7,2000-08-01,Sony Interactive Entertainment,SONY,JPY,18.5,23.100000381469727,18.112499237060547,22.850000381469727,13.139866828918455,31862500
8,8,2000-09-01,Sony Interactive Entertainment,SONY,JPY,22.89999961853028,23.262500762939453,18.8125,20.1875,11.608798027038574,40809500
9,9,2000-10-01,Sony Interactive Entertainment,SONY,JPY,20.1875,20.1875,16.225000381469727,16.600000381469727,9.597552299499512,45099500
10,10,2000-11-01,Sony Interactive Entertainment,SONY,JPY,16.850000381469727,17.712499618530273,14.412500381469728,14.899999618530272,8.614672660827637,41265000
11,11,2000-12-01,Sony Interactive Entertainment,SONY,JPY,15.0,16.387500762939453,13.399999618530272,13.899999618530272,8.036505699157715,35456500
12,12,2001-01-01,Sony Interactive Entertainment,SONY,JPY,13.850000381469728,15.675000190734863,13.475000381469728,14.710000038146973,8.5048189163208,43559000
13,13,2001-02-01,Sony Interactive Entertainment,SONY,JPY,14.68000030517578,14.838000297546388,13.85200023651123,14.302000045776367,8.268926620483398,28254000
14,14,2001-03-01,Sony Interactive Entertainment,SONY,JPY,14.010000228881836,15.520000457763672,13.079999923706056,14.449999809265137,8.354497909545898,41838500
15,15,2001-04-01,Sony Interactive Entertainment,SONY,JPY,14.0,15.600000381469728,13.484000205993652,15.329999923706056,8.924966812133789,35803500
16,16,2001-05-01,Sony Interactive Entertainment,SONY,JPY,15.399999618530272,17.149999618530273,15.300000190734863,15.619999885559082,9.09379768371582,44795500
17,17,2001-06-01,Sony Interactive Entertainment,SONY,JPY,15.619999885559082,15.920000076293944,13.029999732971191,13.15999984741211,7.661612510681152,173167500
18,18,2001-07-01,Sony Interactive Entertainment,SONY,JPY,13.18000030517578,13.199999809265137,9.25,9.904000282287598,5.766005516052246,59644000
19,19,2001-08-01,Sony Interactive Entertainment,SONY,JPY,9.979999542236328,10.543999671936035,8.899999618530273,8.979999542236328,5.228060722351074,33675500
20,20,2001-09-01,Sony Interactive Entertainment,SONY,JPY,8.800000190734863,8.937999725341797,6.604000091552734,6.639999866485596,3.865737438201904,44302000
21,21,2001-10-01,Sony Interactive Entertainment,SONY,JPY,6.739999771118164,8.5,6.559999942779541,7.639999866485596,4.507917404174805,55415500
22,22,2001-11-01,Sony Interactive Entertainment,SONY,JPY,7.659999847412109,9.770000457763672,7.581999778747559,9.539999961853027,5.628995418548584,45034000
23,23,2001-12-01,Sony Interactive Entertainment,SONY,JPY,9.239999771118164,10.050000190734863,8.633999824523926,9.020000457763672,5.3221755027771,36192000
24,24,2002-01-01,Sony Interactive Entertainment,SONY,JPY,9.06999969482422,9.935999870300291,8.550000190734863,8.95199966430664,5.282052040100098,41855500
25,25,2002-02-01,Sony Interactive Entertainment,SONY,JPY,8.699999809265137,9.56999969482422,8.119999885559082,9.239999771118164,5.451982975006104,25115500
26,26,2002-03-01,Sony Interactive Entertainment,SONY,JPY,9.437999725341797,11.420000076293944,9.43000030517578,10.34000015258789,6.101029396057129,37968000
27,27,2002-04-01,Sony Interactive Entertainment,SONY,JPY,10.095999717712402,11.288000106811523,10.050000190734863,10.84000015258789,6.430191993713379,27620000
28,28,2002-05-01,Sony Interactive Entertainment,SONY,JPY,10.770000457763672,11.989999771118164,10.529999732971191,11.621999740600586,6.894068241119385,36989500
29,29,2002-06-01,Sony Interactive Entertainment,SONY,JPY,11.5,11.60200023651123,9.58199977874756,10.619999885559082,6.299689292907715,31785500
30,30,2002-07-01,Sony Interactive Entertainment,SONY,JPY,10.420000076293944,10.697999954223633,8.760000228881836,9.065999984741213,5.377872943878174,44375500
31,31,2002-08-01,Sony Interactive Entertainment,SONY,JPY,8.949999809265137,9.289999961853027,8.402000427246094,8.70199966430664,5.161950588226318,33451500
32,32,2002-09-01,Sony Interactive Entertainment,SONY,JPY,8.460000038146973,9.03600025177002,8.039999961853027,8.220000267028809,4.876031875610352,34637500
33,33,2002-10-01,Sony Interactive Entertainment,SONY,JPY,8.319999694824219,9.16800022125244,7.958000183105469,8.64799976348877,5.1972737312316895,43175500
34,34,2002-11-01,Sony Interactive Entertainment,SONY,JPY,8.680000305175781,9.156000137329102,8.104000091552734,8.869999885559082,5.330691337585449,39140000
35,35,2002-12-01,Sony Interactive Entertainment,SONY,JPY,8.979999542236328,9.010000228881836,8.175999641418457,8.26200008392334,4.965295791625977,33656500
36,36,2003-01-01,Sony Interactive Entertainment,SONY,JPY,8.284000396728516,8.680000305175781,7.866000175476074,7.989999771118164,4.801828384399414,30685000
37,37,2003-02-01,Sony Interactive Entertainment,SONY,JPY,7.989999771118164,8.029999732971191,7.532000064849853,7.593999862670898,4.563840389251709,24017500
38,38,2003-03-01,Sony Interactive Entertainment,SONY,JPY,7.627999782562256,7.6620001792907715,6.96999979019165,7.026000022888184,4.222482681274414,37957000
39,39,2003-04-01,Sony Interactive Entertainment,SONY,JPY,7.0,7.164000034332275,4.631999969482422,4.947999954223633,3.016907453536988,223438000
40,40,2003-05-01,Sony Interactive Entertainment,SONY,JPY,4.872000217437744,5.48799991607666,4.802000045776367,5.4679999351501465,3.3339643478393555,273633500
41,41,2003-06-01,Sony Interactive Entertainment,SONY,JPY,5.599999904632568,5.998000144958496,5.519999980926514,5.599999904632568,3.414446830749512,192405500
42,42,2003-07-01,Sony Interactive Entertainment,SONY,JPY,5.679999828338623,6.875999927520752,5.665999889373779,6.239999771118164,3.804670810699463,199654500
43,43,2003-08-01,Sony Interactive Entertainment,SONY,JPY,6.236000061035156,6.679999828338623,5.877999782562256,6.590000152587891,4.018073081970215,95815500
44,44,2003-09-01,Sony Interactive Entertainment,SONY,JPY,6.739999771118164,7.659999847412109,6.691999912261963,6.960000038146973,4.243670463562012,133702500
45,45,2003-10-01,Sony Interactive Entertainment,SONY,JPY,6.9679999351501465,7.607999801635742,6.794000148773193,7.039999961853027,4.305205345153809,134401500
